nor1_upg_db1_dal_us	2009-07-02 12:30:03	318231
nor1_upg_db1_dal_us	2009-08-04 18:09:17	799440
nor1_upg_db1_dal_us	2009-09-03 21:51:27	1278080
nor1_upg_db1_dal_us	2009-09-15 23:28:04	1440844
nor1_upg_db1_dal_us	2009-09-25 14:46:44	1610574
nor1_upg_db1_dal_us	2009-10-05 16:24:27	1763492
nor1_upg_db1_dal_us	2009-10-13 20:54:17	1894105
nor1_upg_db1_dal_us	2009-10-21 18:34:15	2029608
nor1_upg_db1_dal_us	2009-10-29 16:41:17	2153274
nor1_upg_db1_dal_us	2009-11-06 02:26:56	2257577
nor1_upg_db1_dal_us	2009-11-13 15:47:01	2381971
nor1_upg_db1_dal_us	2009-11-21 13:06:25	2493971
nor1_upg_db1_dal_us	2009-12-01 10:30:00	2587725
nor1_upg_db1_dal_us	2009-12-08 21:31:45	2703865
nor1_upg_db1_dal_us	2009-12-17 00:48:49	2804755
nor1_upg_db1_dal_us	2009-12-28 03:43:36	2911523
nor1_upg_db1_dal_us	2010-01-05 15:59:16	3073860
nor1_upg_db1_dal_us	2010-01-11 15:26:55	3209852
nor1_upg_db1_dal_us	2010-01-15 22:23:28	3310199
nor1_upg_db1_dal_us	2010-01-21 20:29:10	3438097
nor1_upg_db1_dal_us	2010-01-27 16:46:12	3583320
nor1_upg_db1_dal_us	2010-02-02 10:42:11	3711520
nor1_upg_db1_dal_us	2010-02-08 08:59:19	3860459
nor1_upg_db1_dal_us	2010-02-12 18:07:08	3993837
nor1_upg_db1_dal_us	2010-02-18 18:31:32	4161036
nor1_upg_db1_dal_us	2010-02-24 14:06:07	4326323
nor1_upg_db1_dal_us	2010-03-02 09:02:24	4455676
nor1_upg_db1_dal_us	2010-03-07 17:06:18	4599882
nor1_upg_db1_dal_us	2010-03-12 04:54:28	4690907
nor1_upg_db1_dal_us	2010-03-17 20:00:47	4822817
nor1_upg_db1_dal_us	2010-03-23 15:22:26	4956236
nor1_upg_db1_dal_us	2010-03-29 10:27:42	5068895
nor1_upg_db1_dal_us	2010-04-02 21:07:16	5173125
nor1_upg_db1_dal_us	2010-04-08 15:21:00	5258519
nor1_upg_db1_dal_us	2010-04-13 23:01:48	5283388
nor1_upg_db1_dal_us	2010-04-19 14:47:36	5350345
nor1_upg_db1_dal_us	2010-04-23 16:31:50	5391480
nor1_upg_db1_dal_us	2010-04-29 00:57:27	5427269
nor1_upg_db1_dal_us	2010-05-04 18:00:54	5481921
nor1_upg_db1_dal_us	2010-05-10 12:02:01	5524022
nor1_upg_db1_dal_us	2010-05-14 13:46:09	5559480
nor1_upg_db1_dal_us	2010-05-19 19:56:24	5603974
nor1_upg_db1_dal_us	2010-05-25 07:01:39	5614884
nor1_upg_db1_dal_us	2010-05-29 20:17:55	5662366
nor1_upg_db1_dal_us	2010-06-03 20:15:19	5699022
nor1_upg_db1_dal_us	2010-06-08 19:40:05	5741760
nor1_upg_db1_dal_us	2010-06-13 21:21:00	5782671
nor1_upg_db1_dal_us	2010-06-17 17:11:39	5783703
nor1_upg_db1_dal_us	2010-06-22 16:34:50	5826578
nor1_upg_db1_dal_us	2010-06-27 11:30:30	5858122
nor1_upg_db1_dal_us	2010-07-01 14:07:39	5897388
nor1_upg_db1_dal_us	2010-07-06 20:05:37	5940076
nor1_upg_db1_dal_us	2010-07-10 19:36:28	5970220
nor1_upg_db1_dal_us	2010-07-14 21:52:20	5992245
nor1_upg_db1_dal_us	2010-07-19 18:35:17	6075822
nor1_upg_db1_dal_us	2010-07-23 07:57:56	6105034
nor1_upg_db1_dal_us	2010-07-27 21:07:33	6159944
nor1_upg_db1_dal_us	2010-07-31 21:59:52	6209854
nor1_upg_db1_dal_us	2010-08-04 22:41:04	6244934
nor1_upg_db1_dal_us	2010-08-09 18:55:48	6299837
nor1_upg_db1_dal_us	2010-08-13 08:37:03	6343127
nor1_upg_db1_dal_us	2010-08-17 22:18:45	6399303
nor1_upg_db1_dal_us	2010-08-24 02:48:13	6473243
nor1_upg_db1_dal_us	2010-08-27 18:40:18	6533850
nor1_upg_db1_dal_us	2010-09-01 14:51:13	6591985
nor1_upg_db1_dal_us	2010-09-06 13:33:04	6649600
nor1_upg_db1_dal_us	2010-09-09 21:57:27	6689630
nor1_upg_db1_dal_us	2010-09-14 14:52:08	6755319
nor1_upg_db1_dal_us	2010-09-17 20:52:54	6812357
nor1_upg_db1_dal_us	2010-09-22 13:25:47	6881560
nor1_upg_db1_dal_us	2010-09-27 07:06:21	6950879
nor1_upg_db1_dal_us	2010-09-30 13:48:38	7011531
nor1_upg_db1_dal_us	2010-10-05 00:02:56	7063028
nor1_upg_db1_dal_us	2010-10-08 13:37:24	7127587
nor1_upg_db1_dal_us	2010-10-12 23:33:38	7171940
nor1_upg_db1_dal_us	2010-10-16 20:11:47	7246081
nor1_upg_db1_dal_us	2010-10-20 21:07:46	7279596
nor1_upg_db1_dal_us	2010-10-25 18:43:01	7329809
nor1_upg_db1_dal_us	2010-10-29 05:00:45	7397749
nor1_upg_db1_dal_us	2010-11-03 00:16:24	7462015
nor1_upg_db1_dal_us	2010-11-07 20:20:01	7531961
nor1_upg_db1_dal_us	2010-11-11 11:11:17	7589425
nor1_upg_db1_dal_us	2010-11-15 20:28:50	7638867
nor1_upg_db1_dal_us	2010-11-19 01:11:13	7686051
nor1_upg_db1_dal_us	2010-11-23 15:42:25	7749680
nor1_upg_db1_dal_us	2010-11-28 23:26:24	7799460
nor1_upg_db1_dal_us	2010-12-01 20:19:33	7837009
nor1_upg_db1_dal_us	2010-12-06 05:16:37	7881187
nor1_upg_db1_dal_us	2010-12-09 07:02:36	7920579
nor1_upg_db1_dal_us	2010-12-13 18:50:19	7980399
nor1_upg_db1_dal_us	2010-12-17 15:05:28	8034391
nor1_upg_db1_dal_us	2010-12-22 10:42:23	8207509
nor1_upg_db1_dal_us	2010-12-28 07:05:53	8251403
nor1_upg_db1_dal_us	2011-01-02 18:04:53	8432020
nor1_upg_db1_dal_us	2011-01-05 18:05:32	8463786
nor1_upg_db1_dal_us	2011-01-08 20:00:59	8516938
nor1_upg_db1_dal_us	2011-01-12 02:04:13	8548538
nor1_upg_db1_dal_us	2011-01-14 20:22:23	8614277
nor1_upg_db1_dal_us	2011-01-18 18:16:06	8662664
nor1_upg_db1_dal_us	2011-01-21 13:05:33	8712068
nor1_upg_db1_dal_us	2011-01-24 23:45:23	8775467
nor1_upg_db1_dal_us	2011-01-27 17:13:58	8849923
nor1_upg_db1_dal_us	2011-01-31 14:49:01	8922034
nor1_upg_db1_dal_us	2011-02-02 21:44:32	8972068
nor1_upg_db1_dal_us	2011-02-06 16:21:16	9052932
nor1_upg_db1_dal_us	2011-02-09 09:25:36	9089770
nor1_upg_db1_dal_us	2011-02-11 20:06:35	9159251
nor1_upg_db1_dal_us	2011-02-14 23:47:26	9201229
nor1_upg_db1_dal_us	2011-02-17 16:43:36	9270789
nor1_upg_db1_dal_us	2011-02-21 14:50:28	9351436
nor1_upg_db1_dal_us	2011-02-24 01:17:49	9397788
nor1_upg_db1_dal_us	2011-02-28 02:20:12	9486706
nor1_upg_db1_dal_us	2011-03-02 17:37:36	9551927
nor1_upg_db1_dal_us	2011-03-06 01:24:23	9627600
nor1_upg_db1_dal_us	2011-03-09 01:40:17	9677029
nor1_upg_db1_dal_us	2011-03-11 19:27:20	9748355
nor1_upg_db1_dal_us	2011-03-15 14:14:23	9822844
nor1_upg_db1_dal_us	2011-03-18 03:17:26	9854372
nor1_upg_db1_dal_us	2011-03-21 22:25:55	9940951
nor1_upg_db1_dal_us	2011-03-24 17:26:50	10015029
nor1_upg_db1_dal_us	2011-03-28 14:58:11	10090377
nor1_upg_db1_dal_us	2011-03-30 23:02:29	10137148
nor1_upg_db1_dal_us	2011-04-04 13:18:51	10178935
nor1_upg_db1_dal_us	2011-04-07 03:03:45	10256932
nor1_upg_db1_dal_us	2011-04-11 02:37:28	10391350
nor1_upg_db1_dal_us	2011-04-13 16:30:16	10455703
nor1_upg_db1_dal_us	2011-04-16 19:12:16	10755609
nor1_upg_db1_dal_us	2011-04-20 05:17:43	11219874
nor1_upg_db1_dal_us	2011-04-23 15:58:44	11669769
nor1_upg_db1_dal_us	2011-04-27 01:08:30	11986518
nor1_upg_db1_dal_us	2011-04-29 23:52:33	12336448
